RecordID,ZipCode,City,County,State,Latitude,Longitude,DominantAreaCode,ResidentialDeliveries,ResidentialPOBoxes,BusinessDeliveries,BusinessPOBoxes,LastLineIndicator,TotalPopulation,PopulationWhite,PopulationAfricanAmerican,PopulationAmericanIndianAlaskaNative,PopulationAsian,PopulationHispanic,PopulationPacificIslander,PopulationOther,PopulationMultipleRace,MedianHouseholdIncome,PerCapitaIncome,MedianHomeValue,MedianAge,MedianAgeMale,MedianAgeFemale,EducationNinthGradeOrLess,EducationSomeHighSchool,EducationHighSchoolGraduate,EducationSomeCollegeWithoutDiploma,EducationAssociatesDegree,EducationBachelorsDegree
369,91304,WEST HILLS,LOS ANGELES,CA,34.2221,-118.6097,818,17788,0,1093,0,,54264,24157,3192,404,9263,21994,48,13147,4053,74987,37119,907000,40.0,38.1,41.7,3218,2882,9355,10087,3917,9266
370,91306,CANOGA PARK,LOS ANGELES,CA,34.2088,-118.5759,818,14658,0,497,0,,49260,17687,1824,284,9074,24072,76,16201,4114,77597,30577,793000,37.3,36.5,38.6,4418,3401,8657,8173,3318,7923
371,91306,WINNETKA,LOS ANGELES,CA,34.2088,-118.5759,818,14658,0,497,0,L,49260,17687,1824,284,9074,24072,76,16201,4114,77597,30577,793000,37.3,36.5,38.6,4418,3401,8657,8173,3318,7923
372,91307,BELL CANYON,LOS ANGELES,CA,34.1978,-118.6377,818,8731,0,398,0,,25773,16869,1009,207,4483,3960,18,1264,1923,125343,53546,964000,44.4,42.9,45.2,667,696,3308,3720,1955,6144
373,91307,CANOGA PARK,LOS ANGELES,CA,34.1978,-118.6377,818,8731,0,398,0,,25773,16869,1009,207,4483,3960,18,1264,1923,125343,53546,964000,44.4,42.9,45.2,667,696,3308,3720,1955,6144
374,91307,WEST HILLS,LOS ANGELES,CA,34.1978,-118.6377,818,8731,0,398,0,L,25773,16869,1009,207,4483,3960,18,1264,1923,125343,53546,964000,44.4,42.9,45.2,667,696,3308,3720,1955,6144
375,91311,CHATSWORTH,LOS ANGELES,CA,34.2528,-118.5959,818,14720,0,2739,0,L,41188,21496,2894,174,6750,12351,47,5172,4655,101623,45604,892500,41.6,41.0,43.1,1110,1315,6346,7582,3854,8201
376,91316,ENCINO,LOS ANGELES,CA,34.1668,-118.5163,818,12803,0,929,0,L,28182,22201,658,0,1981,4331,0,952,2390,79858,53170,1014000,44.3,43.8,45.1,576,775,3748,4674,1614,6529
377,91316,VAN NUYS,LOS ANGELES,CA,34.1668,-118.5163,818,12803,0,929,0,,28182,22201,658,0,1981,4331,0,952,2390,79858,53170,1014000,44.3,43.8,45.1,576,775,3748,4674,1614,6529
378,91321,FRIENDLY VALLEY,LOS ANGELES,CA,34.3846,-118.5141,661,11393,0,1011,0,,35231,20365,835,349,2433,18288,124,4959,6166,74424,33942,692000,33.9,33.7,34.1,2026,2021,6566,6903,2196,4243
379,91321,NEWHALL,LOS ANGELES,CA,34.3846,-118.5141,661,11393,0,1011,0,L,35231,20365,835,349,2433,18288,124,4959,6166,74424,33942,692000,33.9,33.7,34.1,2026,2021,6566,6903,2196,4243
380,91321,SANTA CLARITA,LOS ANGELES,CA,34.3846,-118.5141,661,11393,0,1011,0,,35231,20365,835,349,2433,18288,124,4959,6166,74424,33942,692000,33.9,33.7,34.1,2026,2021,6566,6903,2196,4243
381,91324,NORTHRIDGE,LOS ANGELES,CA,34.2359,-118.5467,818,10797,0,2107,0,L,29328,12244,1600,217,6057,10695,56,6362,2792,88003,39453,924000,38.3,34.7,42.9,1411,1575,4047,6132,1779,6538
382,91325,NORTHRIDGE,LOS ANGELES,CA,34.2369,-118.5211,818,12597,0,633,0,L,35355,15622,2178,155,5660,13349,104,8297,3339,73119,37984,1056500,37.9,38.9,36.8,1570,1670,5827,7079,2256,7014
383,91325,SHERWOOD FOREST,LOS ANGELES,CA,34.2369,-118.5211,818,12597,0,633,0,,35355,15622,2178,155,5660,13349,104,8297,3339,73119,37984,1056500,37.9,38.9,36.8,1570,1670,5827,7079,2256,7014
384,91326,NORTHRIDGE,LOS ANGELES,CA,34.2754,-118.5505,818,14356,0,242,0,,36079,17116,3009,247,11210,5285,12,1594,2891,130322,57211,1166000,45.2,44.7,45.5,681,1234,4275,5060,2191,8937
385,91326,PORTER RANCH,LOS ANGELES,CA,34.2754,-118.5505,818,14356,0,242,0,L,36079,17116,3009,247,11210,5285,12,1594,2891,130322,57211,1166000,45.2,44.7,45.5,681,1234,4275,5060,2191,8937
386,91330,NORTHRIDGE,LOS ANGELES,CA,34.2401,-118.5256,818,1,0,1,0,L,3017,1645,470,8,504,940,5,103,282,,6144,,19.7,19.9,19.6,0,0,419,2194,191,104
387,91331,ARLETA,LOS ANGELES,CA,34.2577,-118.4197,818,21354,0,1744,0,,102553,45426,2338,888,5300,89439,118,33577,14906,72089,21691,715000,34.3,33.4,34.9,17403,12901,21461,14406,3006,6094
388,91331,HANSEN HILLS,LOS ANGELES,CA,34.2577,-118.4197,818,21354,0,1744,0,,102553,45426,2338,888,5300,89439,118,33577,14906,72089,21691,715000,34.3,33.4,34.9,17403,12901,21461,14406,3006,6094
389,91331,LAKEVIEW TERRACE,LOS ANGELES,CA,34.2577,-118.4197,818,21354,0,1744,0,,102553,45426,2338,888,5300,89439,118,33577,14906,72089,21691,715000,34.3,33.4,34.9,17403,12901,21461,14406,3006,6094
390,91331,PACOIMA,LOS ANGELES,CA,34.2577,-118.4197,818,21354,0,1744,0,L,102553,45426,2338,888,5300,89439,118,33577,14906,72089,21691,715000,34.3,33.4,34.9,17403,12901,21461,14406,3006,6094
391,91335,RESEDA,LOS ANGELES,CA,34.1999,-118.5403,818,24478,0,1572,0,L,78205,33097,2810,999,10038,41585,278,24807,6176,68163,30423,805000,37.5,36.8,38.4,6563,5716,13670,14594,4311,11144
392,91335,TARZANA,LOS ANGELES,CA,34.1999,-118.5403,818,24478,0,1572,0,,78205,33097,2810,999,10038,41585,278,24807,6176,68163,30423,805000,37.5,36.8,38.4,6563,5716,13670,14594,4311,11144
393,91340,SAN FERNANDO,LOS ANGELES,CA,34.2862,-118.4376,818,8303,0,1381,0,L,35918,17460,649,364,839,33120,0,12002,4604,67638,23418,694000,35.4,35.1,35.8,4814,4265,7810,5386,1134,2546
394,91342,KAGEL CANYON,LOS ANGELES,CA,34.3053,-118.4358,818,25509,0,1302,0,,92764,49251,3548,1134,6080,69759,140,20692,11919,84312,27435,750000,36.5,35.0,38.2,10074,8498,19263,15846,4943,9293
395,91342,LAKE VIEW TERRACE,LOS ANGELES,CA,34.3053,-118.4358,818,25509,0,1302,0,,92764,49251,3548,1134,6080,69759,140,20692,11919,84312,27435,750000,36.5,35.0,38.2,10074,8498,19263,15846,4943,9293
396,91342,RANCHO CASCADES,LOS ANGELES,CA,34.3053,-118.4358,818,25509,0,1302,0,,92764,49251,3548,1134,6080,69759,140,20692,11919,84312,27435,750000,36.5,35.0,38.2,10074,8498,19263,15846,4943,9293
397,91342,SYLMAR,LOS ANGELES,CA,34.3053,-118.4358,818,25509,0,1302,0,L,92764,49251,3548,1134,6080,69759,140,20692,11919,84312,27435,750000,36.5,35.0,38.2,10074,8498,19263,15846,4943,9293
398,91343,NORTH HILLS,LOS ANGELES,CA,34.2355,-118.4752,818,18291,0,664,0,L,64519,22154,2844,462,8650,39515,0,23690,6719,71380,27658,851000,35.0,34.8,35.4,6048,5243,11724,10021,3436,8578
399,91343,NORTHRIDGE,LOS ANGELES,CA,34.2355,-118.4752,818,18291,0,664,0,,64519,22154,2844,462,8650,39515,0,23690,6719,71380,27658,851000,35.0,34.8,35.4,6048,5243,11724,10021,3436,8578
400,91343,SEPULVEDA,LOS ANGELES,CA,34.2355,-118.4752,818,18291,0,664,0,,64519,22154,2844,462,8650,39515,0,23690,6719,71380,27658,851000,35.0,34.8,35.4,6048,5243,11724,10021,3436,8578
401,91344,GRANADA HILLS,LOS ANGELES,CA,34.2748,-118.5014,818,17416,0,885,0,L,54465,31456,1584,421,9368,17220,42,5889,5705,104640,43342,964000,42.4,41.6,43.2,2474,2466,9732,9813,4021,9873
402,91344,SAN FERNANDO,LOS ANGELES,CA,34.2748,-118.5014,818,17416,0,885,0,,54465,31456,1584,421,9368,17220,42,5889,5705,104640,43342,964000,42.4,41.6,43.2,2474,2466,9732,9813,4021,9873
403,91345,MISSION HILLS,LOS ANGELES,CA,34.2628,-118.4619,818,5453,0,488,0,L,18752,7062,235,182,2059,12601,280,7397,1537,85659,29781,773000,39.2,39.3,39.0,1718,1255,4120,3708,1256,2264
404,91345,SAN FERNANDO,LOS ANGELES,CA,34.2628,-118.4619,818,5453,0,488,0,,18752,7062,235,182,2059,12601,280,7397,1537,85659,29781,773000,39.2,39.3,39.0,1718,1255,4120,3708,1256,2264
405,91350,AGUA DULCE,LOS ANGELES,CA,34.4373,-118.5154,661,14416,0,889,0,,42252,25695,1985,203,5522,12641,271,2839,5737,122399,43611,792000,35.9,35.4,37.2,519,1206,5739,8460,3536,7336
406,91350,BOUQUET CANYON,LOS ANGELES,CA,34.4373,-118.5154,661,14416,0,889,0,,42252,25695,1985,203,5522,12641,271,2839,5737,122399,43611,792000,35.9,35.4,37.2,519,1206,5739,8460,3536,7336
407,91350,GREEN VALLEY,LOS ANGELES,CA,34.4373,-118.5154,661,14416,0,889,0,,42252,25695,1985,203,5522,12641,271,2839,5737,122399,43611,792000,35.9,35.4,37.2,519,1206,5739,8460,3536,7336
408,91350,MINT CANYON,LOS ANGELES,CA,34.4373,-118.5154,661,14416,0,889,0,,42252,25695,1985,203,5522,12641,271,2839,5737,122399,43611,792000,35.9,35.4,37.2,519,1206,5739,8460,3536,7336
409,91350,SANTA CLARITA,LOS ANGELES,CA,34.4373,-118.5154,661,14416,0,889,0,L,42252,25695,1985,203,5522,12641,271,2839,5737,122399,43611,792000,35.9,35.4,37.2,519,1206,5739,8460,3536,7336
410,91350,SAUGUS,LOS ANGELES,CA,34.4373,-118.5154,661,14416,0,889,0,,42252,25695,1985,203,5522,12641,271,2839,5737,122399,43611,792000,35.9,35.4,37.2,519,1206,5739,8460,3536,7336
411,91350,SLEEPY VALLEY,LOS ANGELES,CA,34.4373,-118.5154,661,14416,0,889,0,,42252,25695,1985,203,5522,12641,271,2839,5737,122399,43611,792000,35.9,35.4,37.2,519,1206,5739,8460,3536,7336
412,91351,CANYON COUNTRY,LOS ANGELES,CA,34.4232,-118.4725,661,10730,0,913,0,L,33131,20542,1256,317,1857,15975,4,4593,4562,90671,33915,675000,36.8,35.6,37.9,1587,1977,6152,6729,2646,4073
413,91351,SANTA CLARITA,LOS ANGELES,CA,34.4232,-118.4725,661,10730,0,913,0,,33131,20542,1256,317,1857,15975,4,4593,4562,90671,33915,675000,36.8,35.6,37.9,1587,1977,6152,6729,2646,4073
414,91352,LA TUNA CANYON,LOS ANGELES,CA,34.2254,-118.3760,818,12574,0,2239,0,,45900,22538,949,312,2521,32048,20,11578,7982,65085,23927,802000,36.6,34.9,38.5,6616,4552,9086,7254,2483,4533
415,91352,RANCHO LA TUNA CANYON,LOS ANGELES,CA,34.2254,-118.3760,818,12574,0,2239,0,,45900,22538,949,312,2521,32048,20,11578,7982,65085,23927,802000,36.6,34.9,38.5,6616,4552,9086,7254,2483,4533
416,91352,SHADOW HILLS,LOS ANGELES,CA,34.2254,-118.3760,818,12574,0,2239,0,,45900,22538,949,312,2521,32048,20,11578,7982,65085,23927,802000,36.6,34.9,38.5,6616,4552,9086,7254,2483,4533
417,91352,SUN VALLEY,LOS ANGELES,CA,34.2254,-118.3760,818,12574,0,2239,0,L,45900,22538,949,312,2521,32048,20,11578,7982,65085,23927,802000,36.6,34.9,38.5,6616,4552,9086,7254,2483,4533
418,91354,SANTA CLARITA,LOS ANGELES,CA,34.4484,-118.5497,661,11261,0,69,0,,33461,20474,1626,184,5946,6545,440,1333,3458,136229,53816,829000,38.7,37.7,39.6,302,533,3608,5215,2760,7672
419,91354,VALENCIA,LOS ANGELES,CA,34.4484,-118.5497,661,11261,0,69,0,L,33461,20474,1626,184,5946,6545,440,1333,3458,136229,53816,829000,38.7,37.7,39.6,302,533,3608,5215,2760,7672
420,91355,SANTA CLARITA,LOS ANGELES,CA,34.4169,-118.5665,661,12973,0,2919,0,,31469,21357,856,165,3709,6835,10,1829,3543,104637,50249,804000,40.7,38.2,43.8,400,714,3568,6694,2225,7592
421,91355,VALENCIA,LOS ANGELES,CA,34.4169,-118.5665,661,12973,0,2919,0,L,31469,21357,856,165,3709,6835,10,1829,3543,104637,50249,804000,40.7,38.2,43.8,400,714,3568,6694,2225,7592
422,91356,TARZANA,LOS ANGELES,CA,34.1700,-118.5411,818,12079,0,1487,0,L,29968,21956,1881,88,1700,4528,6,1816,2521,90886,59347,1437000,44.1,41.9,46.7,818,896,3497,5279,1882,7078
423,91364,WOODLAND HILLS,LOS ANGELES,CA,34.1621,-118.5984,818,10646,0,1846,0,L,28264,19954,1911,91,2661,3827,38,1350,2259,116443,58521,1340000,42.1,42.8,41.8,418,442,2470,4463,2021,7338
424,91367,WOODLAND HILLS,LOS ANGELES,CA,34.1789,-118.6097,818,20608,0,1383,0,L,44931,30690,3165,92,5835,6458,90,1717,3342,98803,53511,1178000,40.2,38.9,41.7,703,1172,5256,7493,3016,12273
425,91381,NEWHALL,LOS ANGELES,CA,34.3891,-118.5823,661,7940,0,267,0,,20193,9909,1073,170,5176,4123,0,812,3053,144476,59145,1044000,40.1,41.5,38.3,218,566,1805,2619,1540,4923
426,91381,SANTA CLARITA,LOS ANGELES,CA,34.3891,-118.5823,661,7940,0,267,0,,20193,9909,1073,170,5176,4123,0,812,3053,144476,59145,1044000,40.1,41.5,38.3,218,566,1805,2619,1540,4923
427,91381,STEVENSON RANCH,LOS ANGELES,CA,34.3891,-118.5823,661,7940,0,267,0,L,20193,9909,1073,170,5176,4123,0,812,3053,144476,59145,1044000,40.1,41.5,38.3,218,566,1805,2619,1540,4923
428,91381,VALENCIA,LOS ANGELES,CA,34.3891,-118.5823,661,7940,0,267,0,,20193,9909,1073,170,5176,4123,0,812,3053,144476,59145,1044000,40.1,41.5,38.3,218,566,1805,2619,1540,4923
429,91384,CASTAIC,LOS ANGELES,CA,34.4765,-118.6362,661,7167,0,268,0,L,28693,16399,1525,488,2467,11035,31,3831,3952,119866,36711,755000,35.0,33.3,39.8,1158,2981,4738,5881,2002,4324
430,91384,SANTA CLARITA,LOS ANGELES,CA,34.4765,-118.6362,661,7167,0,268,0,,28693,16399,1525,488,2467,11035,31,3831,3952,119866,36711,755000,35.0,33.3,39.8,1158,2981,4738,5881,2002,4324
431,91384,VAL VERDE,LOS ANGELES,CA,34.4765,-118.6362,661,7167,0,268,0,,28693,16399,1525,488,2467,11035,31,3831,3952,119866,36711,755000,35.0,33.3,39.8,1158,2981,4738,5881,2002,4324
432,91387,CANYON COUNTRY,LOS ANGELES,CA,34.4176,-118.4351,661,15572,0,282,0,L,45295,25973,3052,645,4790,18596,26,4874,5935,100523,37981,760000,35.5,34.4,36.3,1527,1696,7205,9065,3792,6791
433,91387,FAIR OAKS RANCH,LOS ANGELES,CA,34.4176,-118.4351,661,15572,0,282,0,,45295,25973,3052,645,4790,18596,26,4874,5935,100523,37981,760000,35.5,34.4,36.3,1527,1696,7205,9065,3792,6791
434,91387,SANTA CLARITA,LOS ANGELES,CA,34.4176,-118.4351,661,15572,0,282,0,,45295,25973,3052,645,4790,18596,26,4874,5935,100523,37981,760000,35.5,34.4,36.3,1527,1696,7205,9065,3792,6791
435,91390,AGUA DULCE,LOS ANGELES,CA,34.4941,-118.4241,661,6539,0,130,0,,19772,14263,473,158,959,5641,0,2101,1818,133150,50098,881000,44.2,44.9,43.6,317,515,2973,4134,1457,4170
436,91390,CANYON COUNTRY,LOS ANGELES,CA,34.4941,-118.4241,661,6539,0,130,0,,19772,14263,473,158,959,5641,0,2101,1818,133150,50098,881000,44.2,44.9,43.6,317,515,2973,4134,1457,4170
437,91390,GREEN VALLEY,LOS ANGELES,CA,34.4941,-118.4241,661,6539,0,130,0,,19772,14263,473,158,959,5641,0,2101,1818,133150,50098,881000,44.2,44.9,43.6,317,515,2973,4134,1457,4170
438,91390,MINT CANYON,LOS ANGELES,CA,34.4941,-118.4241,661,6539,0,130,0,,19772,14263,473,158,959,5641,0,2101,1818,133150,50098,881000,44.2,44.9,43.6,317,515,2973,4134,1457,4170
439,91390,SANTA CLARITA,LOS ANGELES,CA,34.4941,-118.4241,661,6539,0,130,0,L,19772,14263,473,158,959,5641,0,2101,1818,133150,50098,881000,44.2,44.9,43.6,317,515,2973,4134,1457,4170
440,91390,SAUGUS,LOS ANGELES,CA,34.4941,-118.4241,661,6539,0,130,0,,19772,14263,473,158,959,5641,0,2101,1818,133150,50098,881000,44.2,44.9,43.6,317,515,2973,4134,1457,4170
441,91390,SLEEPY VALLEY,LOS ANGELES,CA,34.4941,-118.4241,661,6539,0,130,0,,19772,14263,473,158,959,5641,0,2101,1818,133150,50098,881000,44.2,44.9,43.6,317,515,2973,4134,1457,4170
442,91401,SHERMAN OAKS,LOS ANGELES,CA,34.1805,-118.4351,818,15631,0,1589,0,,38974,22272,2175,307,1957,16550,40,7858,4365,65458,36252,1227000,36.5,35.5,37.8,3479,2402,6123,5397,2222,7674
443,91401,VALLEY GLEN,LOS ANGELES,CA,34.1805,-118.4351,818,15631,0,1589,0,,38974,22272,2175,307,1957,16550,40,7858,4365,65458,36252,1227000,36.5,35.5,37.8,3479,2402,6123,5397,2222,7674
444,91401,VAN NUYS,LOS ANGELES,CA,34.1805,-118.4351,818,15631,0,1589,0,L,38974,22272,2175,307,1957,16550,40,7858,4365,65458,36252,1227000,36.5,35.5,37.8,3479,2402,6123,5397,2222,7674
445,91402,PANORAMA CITY,LOS ANGELES,CA,34.2262,-118.4483,818,19666,0,1198,0,L,68076,14593,1993,460,10150,48077,54,36890,3936,51485,21419,698000,34.7,32.6,36.6,9389,6615,14280,10123,2924,6984
446,91402,VAN NUYS,LOS ANGELES,CA,34.2262,-118.4483,818,19666,0,1198,0,,68076,14593,1993,460,10150,48077,54,36890,3936,51485,21419,698000,34.7,32.6,36.6,9389,6615,14280,10123,2924,6984
447,91403,SHERMAN OAKS,LOS ANGELES,CA,34.1541,-118.4596,818,12183,0,1337,0,L,26061,19289,1407,21,2044,3742,8,1094,2198,104499,73409,1619000,39.1,39.2,39.1,171,432,2227,3533,1106,8683
448,91403,VAN NUYS,LOS ANGELES,CA,34.1541,-118.4596,818,12183,0,1337,0,,26061,19289,1407,21,2044,3742,8,1094,2198,104499,73409,1619000,39.1,39.2,39.1,171,432,2227,3533,1106,8683
449,91405,VALLEY GLEN,LOS ANGELES,CA,34.2004,-118.4485,818,18998,0,1731,0,,55751,21666,2714,289,4482,34249,20,21053,5527,54391,25048,816000,34.3,33.8,35.0,6107,4358,10631,9678,2707,7984
450,91405,VAN NUYS,LOS ANGELES,CA,34.2004,-118.4485,818,18998,0,1731,0,L,55751,21666,2714,289,4482,34249,20,21053,5527,54391,25048,816000,34.3,33.8,35.0,6107,4358,10631,9678,2707,7984
451,91406,LAKE BALBOA,LOS ANGELES,CA,34.2006,-118.4871,818,19258,0,2466,3,,54404,21652,2646,474,3994,31404,17,18593,7028,64875,30544,846000,35.5,35.2,36.0,5435,3866,9316,8957,3370,7509
452,91406,VAN NUYS,LOS ANGELES,CA,34.2006,-118.4871,818,19258,0,2466,3,L,54404,21652,2646,474,3994,31404,17,18593,7028,64875,30544,846000,35.5,35.2,36.0,5435,3866,9316,8957,3370,7509
453,91411,SHERMAN OAKS,LOS ANGELES,CA,34.1792,-118.4582,818,10051,0,1426,0,,23902,12828,1748,53,1904,11478,13,4810,2546,67430,34431,1040000,36.0,36.2,35.8,2355,1594,3225,4189,1004,4942
454,91411,VAN NUYS,LOS ANGELES,CA,34.1792,-118.4582,818,10051,0,1426,0,L,23902,12828,1748,53,1904,11478,13,4810,2546,67430,34431,1040000,36.0,36.2,35.8,2355,1594,3225,4189,1004,4942
455,91423,SHERMAN OAKS,LOS ANGELES,CA,34.1533,-118.4332,818,15492,0,1176,0,L,31901,24497,1273,29,1980,4228,0,753,3369,97727,72991,1537000,39.3,38.5,39.8,350,399,2668,5486,1675,10596
456,91423,VAN NUYS,LOS ANGELES,CA,34.1533,-118.4332,818,15492,0,1176,0,,31901,24497,1273,29,1980,4228,0,753,3369,97727,72991,1537000,39.3,38.5,39.8,350,399,2668,5486,1675,10596
457,91436,ENCINO,LOS ANGELES,CA,34.1545,-118.4876,818,5834,0,1557,0,L,16970,14339,299,67,655,1455,18,423,1169,157898,91468,2327000,45.0,43.9,45.8,125,370,1442,1827,637,4166
458,91436,VAN NUYS,LOS ANGELES,CA,34.1545,-118.4876,818,5834,0,1557,0,,16970,14339,299,67,655,1455,18,423,1169,157898,91468,2327000,45.0,43.9,45.8,125,370,1442,1827,637,4166
459,91501,BURBANK,LOS ANGELES,CA,34.1858,-118.3023,818,8703,0,80,0,L,19493,14965,484,91,1363,3127,0,1513,1077,78630,46429,1340000,41.5,41.0,42.4,583,698,3151,4113,1515,4247
460,91501,STARLIGHT HILLS,LOS ANGELES,CA,34.1858,-118.3023,818,8703,0,80,0,,19493,14965,484,91,1363,3127,0,1513,1077,78630,46429,1340000,41.5,41.0,42.4,583,698,3151,4113,1515,4247
461,91502,BURBANK,LOS ANGELES,CA,34.1764,-118.3068,818,5395,0,1885,0,L,12044,7345,445,84,2058,3371,0,1577,535,52906,34782,829000,34.7,33.2,36.3,502,574,1781,2210,1237,2696
462,91504,BURBANK,LOS ANGELES,CA,34.1983,-118.3300,818,9896,0,670,0,L,27592,18239,1203,206,3045,6475,15,1926,2958,89219,48806,1234000,40.4,38.3,43.3,817,581,3835,5231,2421,6000
463,91505,BURBANK,LOS ANGELES,CA,34.1670,-118.3440,818,14096,0,1771,0,L,32884,21450,928,261,3654,8891,26,1520,5045,94610,50763,1174000,38.4,38.6,37.9,276,1091,4088,6170,2852,8081
464,91506,BURBANK,LOS ANGELES,CA,34.1714,-118.3230,818,8022,0,913,0,L,19449,12877,361,158,2716,4852,0,1094,2243,83217,49325,1185000,42.0,41.1,43.5,374,406,2525,4478,1428,4971
465,91601,NORTH HOLLYWOOD,LOS ANGELES,CA,34.1676,-118.3726,818,19759,0,1541,0,L,34786,21358,2976,64,3028,11972,65,4019,3276,61761,45089,1046000,34.5,34.7,34.2,1427,2279,3951,6240,2938,10880
466,91601,TOLUCA TERRACE,LOS ANGELES,CA,34.1676,-118.3726,818,19759,0,1541,0,,34786,21358,2976,64,3028,11972,65,4019,3276,61761,45089,1046000,34.5,34.7,34.2,1427,2279,3951,6240,2938,10880
467,91601,VALLEY VILLAGE,LOS ANGELES,CA,34.1676,-118.3726,818,19759,0,1541,0,,34786,21358,2976,64,3028,11972,65,4019,3276,61761,45089,1046000,34.5,34.7,34.2,1427,2279,3951,6240,2938,10880
468,91602,NORTH HOLLYWOOD,LOS ANGELES,CA,34.1518,-118.3692,818,10439,0,571,0,L,20465,13220,1457,91,2199,3688,94,1414,1990,83866,60198,1165500,39.5,40.7,38.7,457,508,1830,3740,1611,7070
469,91602,STUDIO CITY,LOS ANGELES,CA,34.1518,-118.3692,818,10439,0,571,0,,20465,13220,1457,91,2199,3688,94,1414,1990,83866,60198,1165500,39.5,40.7,38.7,457,508,1830,3740,1611,7070
470,91602,TOLUCA LAKE,LOS ANGELES,CA,34.1518,-118.3692,818,10439,0,571,0,,20465,13220,1457,91,2199,3688,94,1414,1990,83866,60198,1165500,39.5,40.7,38.7,457,508,1830,3740,1611,7070
471,91602,WEST TOLUCA LAKE,LOS ANGELES,CA,34.1518,-118.3692,818,10439,0,571,0,,20465,13220,1457,91,2199,3688,94,1414,1990,83866,60198,1165500,39.5,40.7,38.7,457,508,1830,3740,1611,7070
472,91604,NORTH HOLLYWOOD,LOS ANGELES,CA,34.1444,-118.3938,818,14881,0,1284,0,,32680,24933,1329,97,2650,3709,0,615,3056,124271,81157,1788000,40.3,40.4,40.0,332,491,2251,4814,1673,10839
473,91604,STUDIO CITY,LOS ANGELES,CA,34.1444,-118.3938,818,14881,0,1284,0,L,32680,24933,1329,97,2650,3709,0,615,3056,124271,81157,1788000,40.3,40.4,40.0,332,491,2251,4814,1673,10839
474,91605,NORTH HOLLYWOOD,LOS ANGELES,CA,34.2048,-118.4024,818,16640,0,2473,0,L,52661,26283,1333,697,3966,32276,101,14604,5677,56403,25326,898000,35.9,34.7,37.2,5712,5625,9505,9873,3113,5972
475,91606,NORTH HOLLYWOOD,LOS ANGELES,CA,34.1866,-118.3872,818,15755,0,1033,0,L,43381,25449,2053,418,1828,22627,73,8960,4600,57146,28389,970000,37.6,36.3,38.8,4194,3535,8179,7656,3495,6225
476,91606,VALLEY GLEN,LOS ANGELES,CA,34.1866,-118.3872,818,15755,0,1033,0,,43381,25449,2053,418,1828,22627,73,8960,4600,57146,28389,970000,37.6,36.3,38.8,4194,3535,8179,7656,3495,6225
477,91607,NORTH HOLLYWOOD,LOS ANGELES,CA,34.1663,-118.3996,818,14315,0,616,0,,30921,20505,2208,56,2236,6657,28,2317,3571,80871,47436,1293000,37.6,37.6,37.6,929,1089,3567,5973,2229,8717
478,91607,SHERMAN VILLAGE,LOS ANGELES,CA,34.1663,-118.3996,818,14315,0,616,0,,30921,20505,2208,56,2236,6657,28,2317,3571,80871,47436,1293000,37.6,37.6,37.6,929,1089,3567,5973,2229,8717
479,91607,STUDIO CITY,LOS ANGELES,CA,34.1663,-118.3996,818,14315,0,616,0,,30921,20505,2208,56,2236,6657,28,2317,3571,80871,47436,1293000,37.6,37.6,37.6,929,1089,3567,5973,2229,8717
480,91607,VALLEY VILLAGE,LOS ANGELES,CA,34.1663,-118.3996,818,14315,0,616,0,L,30921,20505,2208,56,2236,6657,28,2317,3571,80871,47436,1293000,37.6,37.6,37.6,929,1089,3567,5973,2229,8717
481,91608,NORTH HOLLYWOOD,LOS ANGELES,CA,34.1377,-118.3588,818,0,0,58,0,,16,16,0,0,0,16,0,0,0,,,,,,,0,0,0,0,8,0
482,91608,UNIVERSAL CITY,LOS ANGELES,CA,34.1377,-118.3588,818,0,0,58,0,L,16,16,0,0,0,16,0,0,0,,,,,,,0,0,0,0,8,0
483,91702,AZUSA,LOS ANGELES,CA,34.1277,-117.9050,626,17811,452,1417,131,L,61684,28492,1728,788,8084,41214,79,13501,9012,74175,25535,654000,31.5,31.6,31.5,5044,3765,12172,14044,3891,6573
484,91702,IRWINDALE,LOS ANGELES,CA,34.1277,-117.9050,626,17811,452,1417,131,,61684,28492,1728,788,8084,41214,79,13501,9012,74175,25535,654000,31.5,31.6,31.5,5044,3765,12172,14044,3891,6573
485,91706,BALDWIN PARK,LOS ANGELES,CA,34.0843,-117.9687,626,18158,576,2186,240,L,73652,23147,824,2274,16078,53580,466,19226,11637,72737,23058,652000,36.0,35.1,36.9,10481,6642,17240,12595,3142,5825
486,91706,IRWINDALE,LOS ANGELES,CA,34.0843,-117.9687,626,18158,576,2186,240,,73652,23147,824,2274,16078,53580,466,19226,11637,72737,23058,652000,36.0,35.1,36.9,10481,6642,17240,12595,3142,5825
487,91711,CLAREMONT,LOS ANGELES,CA,34.1086,-117.7193,909,12724,720,987,426,L,36841,21353,2082,190,5592,8916,67,2471,5086,112430,51161,964000,41.6,39.9,43.1,819,629,3847,8270,2103,7010
488,91722,COVINA,LOS ANGELES,CA,34.0971,-117.9054,626,10646,696,642,218,L,35714,16403,1021,194,5306,22932,99,6710,5981,86583,30045,714000,37.2,35.6,39.2,2048,2220,8334,7303,2227,4012
489,91723,COVINA,LOS ANGELES,CA,34.0860,-117.8868,626,6733,492,1113,240,L,18398,10077,713,546,1860,12257,0,2926,2276,73977,33830,769000,37.1,35.3,39.3,569,933,4111,4814,894,1992
